card_name,benefit_name,benefit_value,cadence,reset_timing,enrollment_required,requires_setup,track_in_memento,source_url,notes,card_status,issuer,card_type,card_code,benefit_code
Chase Sapphire Reserve for Business,Curated Gift Card Credit,Up to $100/year ($50 H1 + $50 H2),semiannual,calendar year (split Jan-Jun / Jul-Dec),no,no,yes,https://account.chase.com/sapphirereserveforbusiness,Eligible purchases at giftcards.com/reservebusiness. Up to $50 Jan-Jun and up to $50 Jul-Dec. Through 10/31/28.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_curated_gift_card_credit
Chase Sapphire Reserve for Business,DoorDash Restaurant Credit,$5/month ($60/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphirereserveforbusiness,Requires DashPass activation. Restaurant orders only. Through 12/31/27.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_doordash_restaurant_credit
Chase Sapphire Reserve for Business,DoorDash Non-Restaurant Credit (Promo 1),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphirereserveforbusiness,Requires DashPass activation. First of two $10 monthly promos on grocery and retail orders. Must be used on a separate order from Promo 2. Unused forfeits at month end. Through 12/31/27.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_doordash_non_restaurant_credit_promo_1
Chase Sapphire Reserve for Business,DoorDash Non-Restaurant Credit (Promo 2),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphirereserveforbusiness,Requires DashPass activation. Second of two $10 monthly promos on grocery and retail orders. Must be used on a separate order from Promo 1. Unused forfeits at month end. Through 12/31/27.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_doordash_non_restaurant_credit_promo_2
Chase Sapphire Reserve for Business,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://account.chase.com/sapphirereserveforbusiness,Statement credit auto-applied when application fee charged to card.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_global_entry_tsa_precheck_nexus_fee_credit
Chase Sapphire Reserve for Business,$120K Spend Bonus (Shops at Chase Credit),Up to $500 statement credit,annual,calendar year,no,no,later,https://account.chase.com/sapphirereserveforbusiness,Threshold: $120K calendar-year spend unlocks up to $500 in statement credits for The Shops at Chase. Benefits valid for the remainder of the qualifying calendar year and the following calendar year. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_120k_spend_bonus_shops_at_chase_credit
Chase Sapphire Reserve for Business,$120K Spend Bonus (Southwest Travel Credit),Up to $500 statement credit,annual,calendar year,no,no,later,https://account.chase.com/sapphirereserveforbusiness,Threshold: $120K calendar-year spend unlocks up to $500 in statement credits for Southwest Airlines flights booked through Chase Travel. Same threshold also unlocks IHG Diamond Elite and SW A-List status (excluded as status). Benefits valid for the remainder of the qualifying calendar year and the following calendar year.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_120k_spend_bonus_southwest_travel_credit
United Business,$125 United Travel Credit,$125 in TravelBank cash after 5 United flight purchases of $100+,annual,calendar year,no,no,later,https://creditcards.chase.com/business-credit-cards/united/united-business-card,Threshold: 5 separate United flight purchases of $100+ in a calendar year unlocks $125 in TravelBank cash. Purchase-count threshold (not pure dollar spend) doesn't fit clean periodic tracking yet.,active,chase,business,chase_united_business,chase_united_business_125_united_travel_credit
United Business,United Hotels Credit (Stay 1),$50 first prepaid hotel stay,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/business-credit-cards/united/united-business-card,$50 statement credit on 1st prepaid stay of $50+ booked directly through United Hotels. Anniversary year. Up to $100/year combined with Stay 2.,active,chase,business,chase_united_business,chase_united_business_united_hotels_credit_stay_1
United Business,United Hotels Credit (Stay 2),$50 second prepaid hotel stay,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/business-credit-cards/united/united-business-card,$50 statement credit on 2nd prepaid stay of $50+ booked directly through United Hotels. Anniversary year. Up to $100/year combined with Stay 1.,active,chase,business,chase_united_business,chase_united_business_united_hotels_credit_stay_2
United Business,Rideshare Credit,Up to $100/year ($8/month Jan-Nov + $12 Dec),monthly,calendar month,yes,yes,yes,https://creditcards.chase.com/business-credit-cards/united/united-business-card,"Yearly enrollment required. $8/month statement credit Jan-Nov, $12 in December. Resets each calendar month; unused forfeits at month end.",active,chase,business,chase_united_business,chase_united_business_rideshare_credit
United Business,Avis/Budget Car Rental Credit,Up to $50/year in TravelBank cash,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/business-credit-cards/united/united-business-card,$50 in United TravelBank cash for an Avis or Budget rental booked through cars.united.com. 2-day minimum. Anniversary year. Single booking only (not split like Club Business which has $100 across two rentals).,active,chase,business,chase_united_business,chase_united_business_avis_budget_car_rental_credit
United Business,JSX Credit,Up to $100/year,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/business-credit-cards/united/united-business-card,Statement credit on JSX flight bookings made directly with JSX. Anniversary year.,active,chase,business,chase_united_business,chase_united_business_jsx_credit
United Business,FareLock Credit,Up to $25/year,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/business-credit-cards/united/united-business-card,Statement credit on FareLock purchases (3/7/14-day fare holds on United flights). Anniversary year.,active,chase,business,chase_united_business,chase_united_business_farelock_credit
United Business,Instacart Credit,$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://creditcards.chase.com/business-credit-cards/united/united-business-card,Requires Instacart+ activation via Instacart.com/Chase. $10/month credit on Instacart purchases. Through 12/31/27.,active,chase,business,chase_united_business,chase_united_business_instacart_credit
United Club Business,Renowned Hotels Anniversary Credit,Up to $200/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,Statement credit on prepaid Renowned Hotels & Resorts (United Cardmember program) bookings via RenownedHotels.com. Anniversary year.,active,chase,business,chase_united_club_business,chase_united_club_business_renowned_hotels_anniversary_credit
United Club Business,Rideshare Credit,Up to $150/year ($12/month Jan-Nov + $18 Dec),monthly,calendar month,yes,yes,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,"Yearly enrollment required. $12/month statement credit Jan-Nov, $18 in December. Resets each calendar month; unused forfeits at month end.",active,chase,business,chase_united_club_business,chase_united_club_business_rideshare_credit
United Club Business,Avis/Budget Car Rental Credit (Rental 1),$50 in TravelBank cash (1st rental),annual,card renewal anniversary,no,no,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,$50 in United TravelBank cash for 1st Avis or Budget rental booked through cars.united.com. 2-day minimum. Anniversary year. Up to $100/year combined with Rental 2.,active,chase,business,chase_united_club_business,chase_united_club_business_avis_budget_car_rental_credit_rental_1
United Club Business,Avis/Budget Car Rental Credit (Rental 2),$50 in TravelBank cash (2nd rental),annual,card renewal anniversary,no,no,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,$50 in United TravelBank cash for 2nd Avis or Budget rental booked through cars.united.com. 2-day minimum. Anniversary year. Up to $100/year combined with Rental 1.,active,chase,business,chase_united_club_business,chase_united_club_business_avis_budget_car_rental_credit_rental_2
United Club Business,JSX Credit,Up to $200/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,Statement credit on JSX flight bookings made directly with JSX. Anniversary year.,active,chase,business,chase_united_club_business,chase_united_club_business_jsx_credit
United Club Business,FareLock Credit,Up to $50/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,Statement credit on FareLock purchases (3/7/14-day fare holds on United flights). Anniversary year.,active,chase,business,chase_united_club_business,chase_united_club_business_farelock_credit
United Club Business,Instacart Credit (Promo 1),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,Requires Instacart+ activation via Instacart.com/Chase. First of two $10 monthly Instacart credits. Through 12/31/27.,active,chase,business,chase_united_club_business,chase_united_club_business_instacart_credit_promo_1
United Club Business,Instacart Credit (Promo 2),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/business/credit-cards/united-business-cards/united-club-card,Requires Instacart+ activation via Instacart.com/Chase. Second of two $10 monthly Instacart credits. Through 12/31/27.,active,chase,business,chase_united_club_business,chase_united_club_business_instacart_credit_promo_2
Southwest Rapid Rewards Performance Business,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://creditcards.chase.com/travel-credit-cards/southwest/performance-business,"Statement credit auto-applied when application fee charged to card. Note: previous benefits (4 Upgraded Boardings, in-flight Wi-Fi credits, $500 fee credit for points transfers) all ended 12/31/25 with the Southwest assigned-seating transition.",active,chase,business,chase_southwest_rapid_rewards_performance_business,chase_southwest_rapid_rewards_performance_business_global_entry_tsa_precheck_nexus_fee_credit
Southwest Rapid Rewards Premier Business,15% Flight Discount Promo Code,15% off one Southwest flight per anniversary year,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/travel-credit-cards/southwest/premier-business,"One promo code issued each card anniversary, valid for 1 year from delivery. Excludes Basic fare. Mirrors consumer Southwest Premier benefit.",active,chase,business,chase_southwest_rapid_rewards_premier_business,chase_southwest_rapid_rewards_premier_business_15_flight_discount_promo_code
IHG One Rewards Premier Business,Anniversary Free Night,1 night/year (up to 40K points),annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/business-credit-cards/IHG/business-premier,Issued each year after card anniversary. Can be topped off with own IHG One Rewards points to redeem at hotels above the 40K redemption level.,active,chase,business,chase_ihg_one_rewards_premier_business,chase_ihg_one_rewards_premier_business_anniversary_free_night
IHG One Rewards Premier Business,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://creditcards.chase.com/business-credit-cards/IHG/business-premier,Statement credit auto-applied when application fee charged to card.,active,chase,business,chase_ihg_one_rewards_premier_business,chase_ihg_one_rewards_premier_business_global_entry_tsa_precheck_nexus_fee_credit
IHG One Rewards Premier Business,United TravelBank Cash,Up to $50/year ($25 Jan + $25 Jul),semiannual,calendar year (split Jan / Jul),yes,yes,yes,https://creditcards.chase.com/business-credit-cards/IHG/business-premier,One-time enrollment at ihg.com/united (link MileagePlus). $25 deposit on/around Jan 1 (expires Jul 15) and $25 on/around Jul 1 (expires Jan 15). Short 6-month expiration window — easy to lose if not used.,active,chase,business,chase_ihg_one_rewards_premier_business,chase_ihg_one_rewards_premier_business_united_travelbank_cash
IHG One Rewards Premier Business,$20K Spend Bonus,"$100 statement credit + 10,000 bonus points",annual,calendar year,no,no,later,https://creditcards.chase.com/business-credit-cards/IHG/business-premier,Threshold: $20K calendar-year spend (plus 1 additional purchase) unlocks $100 statement credit + 10K bonus points. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,business,chase_ihg_one_rewards_premier_business,chase_ihg_one_rewards_premier_business_20k_spend_bonus
United Club Business,$40K Spend Bonus (2 Economy Plus Upgrades),2 global Economy Plus seat upgrades,annual,calendar year,no,no,later,https://creditcards.chase.com/business-credit-cards/united/united-club-business,Threshold: $40K calendar-year spend unlocks 2 global Economy Plus seat upgrades. Each upgrade valid 12 months from issue. Mirrors Quest's $40K → 2 global EP upgrades. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,business,chase_united_club_business,chase_united_club_business_40k_spend_bonus_2_economy_plus_upgrades
United Business,$25K Spend Bonus (2 Economy Plus Upgrades),2 continental U.S. Economy Plus seat upgrades,annual,calendar year,no,no,later,https://creditcards.chase.com/business-credit-cards/united/united-business-card,Threshold: $25K calendar-year spend unlocks 2 continental U.S. (not global) Economy Plus seat upgrades. Each upgrade valid 12 months from issue. Distinct threshold ($25K vs $40K on Quest/Club Business) and narrower scope (continental U.S. vs global). Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,business,chase_united_business,chase_united_business_25k_spend_bonus_2_economy_plus_upgrades
